,ISO,Debt_sustainability,Filed Patents,BLI_scaled,carbon_intensity,IMF-Adapted Readiness score_scaled,Vulnerability score_scaled,Biocapacity,Renewable_value_scaled,Mineral_value_scaled,GCP_scaled,Sovereign risk,Biocapacity_GDP,GeoV,GeoC,Renewable_value_pc_scaled,Storage_Potential_Per_Capita,Storage_Potential_Per_GDP,manufacturing_share,bii,TDG,External_Debt_GDP,Debt_Export_GDP,Debt_Service_export,Debt_Budget_Revenue,Short_term_on_gov_debt,Short_term_on_reserves,debt_service_UNCTAD,interest_rate_GDP_growth_differential
48,SWZ,39.2427720527873,0.0,137.84688491287315,9.300950144129644,31.834590165137243,52.36627686805059,0.057986729457590376,14.763665329033127,0.19795979058965293,1451.7460976352659,25.0,1.6124369068473663,5.817882940043384,21.374927278952217,10.019607154228975,162.7811713501561,335.98723654890887,62.70000055816342,0.63260543346405,37.168,31.47972101901075,16.08319326566055,6.149018389322464,63.04969777175899,59.67822333488883,30.55291943027695,85.12586137467599,23.89831388949117
49,ETH,46.26626507268551,0.0,37.95791866026832,0.0,24.808342961025264,68.65048795397587,3.3923141305763593,18.449926328334097,0.5664939119082573,1616.163908461907,20.945205688476566,2.442317590931062,34.880215424545405,91.48181291701836,4.5050937858154585,48.812811392970055,382.68813016074205,8.838410374891499,0.800899624824524,33.255,19.04778258572605,65.56073666994462,22.67060573144113,86.44430381703437,48.57214903936637,35.63906522589621,77.71174491130851,27.49499767345226
50,FJI,51.28255141712196,0.0,318.13003324562885,19.85664821414124,60.580601202626816,52.21504380013459,0.1257672744325167,,,2298.1485088678655,37.55479335784912,2.784070767493984,38.861502218775136,73.56050831242283,,289.4718084987173,379.63877749281926,19.661116957344564,0.836346566677094,87.377,33.67815244887709,44.04913698344473,18.74489637903207,80.43525616820982,67.01759931113496,24.94157939918235,88.86191223256903,16.43742983164759
51,FIN,51.84402073124858,0.11671657470574888,630.8493516595476,4.513011940566727,97.4162015622262,11.089655073532596,3.804654263707806,2.2606837629101673,1.003547548910598,3868.916041701382,95.0,1.5161720888168595,16.104876181982124,43.97871374619232,22.237123217598953,1020.3833870053311,149.18974836826823,32.014133389254305,0.958013653755188,75.914,54.93498983875645,31.21894597825883,3.630812277072437,65.5745343947008,82.67015014002753,53.63812579143871,75.08713085713212,23.92749730385033
52,FRA,59.01922424989833,1.0518773833270652,330.4748281492449,2.4733229231343548,83.52510733644912,12.256047904033025,9.538065372595424,0.713511136398972,0.19795979058965293,7658.640361541102,90.0,0.36601703998107027,19.58200481835273,49.11854058868623,5.829700309415477,87.6188047120157,15.1413400850406,20.481224821382504,0.622142672538757,112.409,53.89131686861799,41.5445406612431,6.931163930559705,73.49010415940111,81.06515298872978,57.56952018422197,81.67289044251191,22.59932901379938
53,GAB,43.76814503670438,0.0,6681.6442881958155,31.644263659231036,32.98243791338985,47.68131276896499,2.348424419700365,11.479132355817862,0.28737261196445024,118.01819900738124,19.280822277069092,14.292748407732766,24.55375776548135,49.771209242108064,17.711578002017767,951.6760450547542,910.5982538607254,43.67007731113026,0.84200245141983,58.209,37.51804981850887,21.0258476668559,6.205086099126447,77.82928063111099,44.94556788519468,38.90723296806675,86.25741541682257,23.01582484465322
54,GMB,64.23711099031506,0.0,146.15973942518713,50.135686876290606,31.4244465707258,69.96455705974519,0.06728351488693231,8.22458698944061,0.19795979058965293,664.3652033909326,,3.4492706591933264,20.863125624496707,28.587903574311007,1.1540066429682128,23.689727921354585,205.99494197104437,2.2513519092511594,0.668298244476318,68.628,33.40391918233354,100.0,100.0,81.3488503058185,53.46064833554728,28.2410014521777,82.87912303206028,30.17245660489817
55,GEO,41.63316932109272,0.008648610906136387,444.08782403685245,11.265350419331094,58.630523739803344,37.36802605357082,0.29286064029782094,2.774557538667686,4.459476900871782,1728.46407626662,45.0,1.1301641744052313,36.581564413539915,41.87813712659227,4.001878066868229,336.2837865526939,313.52313012279996,17.430165721377687,0.760799050331116,40.334,34.42073351624117,23.26497791460071,5.392624709894335,65.77631185765195,71.54787807517917,31.49828431416105,80.77812181054371,21.68559169156238
56,DEU,48.79064290226199,5.437100001745591,319.9575316636176,27.110550179478558,90.49475579398266,12.102539868820884,7.744361515531338,0.5503936986403494,0.20290185742694483,7489.878399586721,100.0,0.19928530401585576,18.1202788911801,49.500441607088945,5.437252434494323,55.59765869585035,7.96028666042811,39.99798050358691,0.67799437046051,66.473,46.26117922307799,22.56244271799068,1.870243000064193,65.5091612901204,80.77010003722827,54.44773470221355,77.77429278814279,23.44763236152003
57,GHA,55.63542045927797,0.0,2042.3225405267822,33.46800806507956,37.51017245856723,48.965178944176145,2.031898264468752,23.898548477219286,14.365774727814939,621.0807088804497,26.666666666666668,3.138132922206706,24.85289969669028,50.30025761513689,10.229815973776715,28.446549423176005,92.15676869115981,23.79389143388205,0.558802008628845,92.841,43.92531223732431,35.1910459009207,10.07727842069107,92.00858878750662,62.84592105207501,42.82370309281781,86.42809587672096,34.57783876544527
58,GRC,63.39998408432128,0.04048581389776231,1793.5828241551458,24.442635126714702,63.555536405342515,22.261800288723485,0.8533351437426481,1.9406292683889228,0.4337703100792182,3746.7807384277194,42.82191753387451,0.41199028826598366,15.409037494062355,38.032222355220206,7.970826571402098,72.30127257134767,23.861789004011158,18.261906792712647,0.652947187423706,160.498,40.75658292032915,48.09069678811841,9.826405275676962,80.89895491554734,72.73148805057136,48.54508340375432,87.63751954169771,21.61512586319627
59,GRD,51.77187362998657,0.0,111.46806088402386,,65.70674513675044,34.39637716633081,0.008286174705010987,,,1597.4379175655693,,0.9972989072218518,16.809141059012838,69.89600560117093,,,,6.831234344075949,0.935909688472748,59.662,40.45154456953787,66.53188248673314,30.06279571311234,64.68327983677028,71.54798757234066,31.87461508341795,80.79489078209141,20.3378666258755
